Date,Time,ProcessName,MemoryUsage,CPU
2025-04-06,22:27:00,obs,567804 kB,21.0
2025-04-06,22:36:00,minecraft,1474992 kB,77.7
2025-04-06,22:38:00,postman,335518 kB,11.4
2025-04-06,22:46:00,zoom,287067 kB,12.8
2025-04-06,22:49:00,gnome-shell,192476 kB,4.9
2025-04-06,23:04:00,android-studio,1115157 kB,25.8
2025-04-06,23:11:00,postman,170735 kB,4.1
2025-04-06,23:13:00,code,253433 kB,3.1
2025-04-06,23:16:00,obs,535149 kB,30.4
2025-04-06,23:18:00,steam,582419 kB,18.0
2025-04-06,23:33:00,minecraft,1506660 kB,62.1
2025-04-06,23:39:00,csgo_linux,2063309 kB,61.2
2025-04-06,23:48:00,firefox,460155 kB,13.0
2025-04-06,23:59:00,code,477956 kB,5.2
2025-04-07,00:00:00,android-studio,1156284 kB,18.2
2025-04-07,00:04:00,csgo_linux,2354345 kB,78.9
2025-04-07,00:14:00,postman,293809 kB,7.8
2025-04-07,00:28:00,code,516541 kB,5.1
2025-04-07,00:33:00,discord,156817 kB,5.5
2025-04-07,00:46:00,zoom,415250 kB,13.8
2025-04-07,00:50:00,firefox,859161 kB,16.3
2025-04-07,01:03:00,gradle,643041 kB,24.9
2025-04-07,01:14:00,android-studio,1230589 kB,14.8
2025-04-07,01:27:00,postman,308442 kB,6.4
2025-04-07,01:42:00,discord,416187 kB,2.2
2025-04-07,01:49:00,android-studio,1153444 kB,35.5
2025-04-07,01:57:00,postman,209833 kB,5.2
2025-04-07,02:00:00,minecraft,1018569 kB,39.1
2025-04-07,02:08:00,postman,181293 kB,5.0
2025-04-07,02:17:00,obs,598282 kB,13.3
2025-04-07,02:21:00,chrome,1485673 kB,10.4
2025-04-07,02:23:00,minecraft,1225516 kB,68.1
2025-04-07,02:27:00,firefox,1017440 kB,17.0
2025-04-07,02:40:00,chrome,1387085 kB,9.4
2025-04-07,02:44:00,postman,220537 kB,6.5
2025-04-07,02:56:00,postman,344493 kB,2.0
2025-04-07,03:10:00,minecraft,1418554 kB,67.8
2025-04-07,03:20:00,chrome,541790 kB,17.9
2025-04-07,03:26:00,postman,261684 kB,9.9
2025-04-07,03:35:00,csgo_linux,2368600 kB,31.4
2025-04-07,03:38:00,gradle,506664 kB,22.6
2025-04-07,03:50:00,firefox,622846 kB,9.4
2025-04-07,03:55:00,zoom,469750 kB,8.9
2025-04-07,04:08:00,obs,435644 kB,17.1
2025-04-07,04:20:00,minecraft,962816 kB,62.8
2025-04-07,04:35:00,obs,342251 kB,17.0
2025-04-07,04:36:00,gnome-shell,149215 kB,4.1
2025-04-07,04:49:00,obs,548562 kB,34.9
2025-04-07,04:58:00,steam,664636 kB,12.4
2025-04-07,05:00:00,firefox,965842 kB,6.6
2025-04-07,05:04:00,minecraft,1346369 kB,32.8
2025-04-07,05:09:00,obs,498320 kB,11.1
2025-04-07,05:16:00,obs,334677 kB,18.6
2025-04-07,05:19:00,firefox,645880 kB,8.9
2025-04-07,05:29:00,postman,187577 kB,7.0
2025-04-07,05:40:00,emulator,2631651 kB,41.1
2025-04-07,05:50:00,csgo_linux,1910588 kB,51.6
2025-04-07,05:51:00,android-studio,1359250 kB,30.0
2025-04-07,06:03:00,spotify,226995 kB,1.7
2025-04-07,06:05:00,minecraft,1577779 kB,32.3
2025-04-07,06:06:00,postman,150251 kB,3.8
2025-04-07,06:17:00,steam,334289 kB,19.4
2025-04-07,06:26:00,minecraft,1402151 kB,20.6
2025-04-07,06:34:00,discord,379497 kB,6.1
2025-04-07,06:39:00,minecraft,1523233 kB,32.7
2025-04-07,06:50:00,obs,217784 kB,18.5
2025-04-07,06:54:00,zoom,298889 kB,17.0
2025-04-07,07:08:00,obs,402660 kB,12.4
2025-04-07,07:11:00,minecraft,1283766 kB,51.2
2025-04-07,07:26:00,gradle,569871 kB,6.7
2025-04-07,07:40:00,android-studio,1572310 kB,16.4
2025-04-07,07:55:00,steam,299576 kB,20.8
2025-04-07,08:08:00,discord,174860 kB,5.8
2025-04-07,08:13:00,minecraft,873295 kB,56.8
2025-04-07,08:16:00,discord,261007 kB,3.5
2025-04-07,08:29:00,zoom,214083 kB,10.9
2025-04-07,08:40:00,obs,233318 kB,19.7
2025-04-07,08:54:00,minecraft,894182 kB,31.4
2025-04-07,09:03:00,postman,164470 kB,8.8
2025-04-07,09:06:00,firefox,1039679 kB,9.3
2025-04-07,09:12:00,discord,241614 kB,9.0
2025-04-07,09:24:00,postman,216469 kB,8.4
2025-04-07,09:26:00,obs,584886 kB,34.3
2025-04-07,09:41:00,postman,314398 kB,2.1
2025-04-07,09:43:00,firefox,536598 kB,15.4
2025-04-07,09:55:00,csgo_linux,2068507 kB,50.6
2025-04-07,10:08:00,discord,235629 kB,6.9
2025-04-07,10:22:00,obs,399719 kB,17.8
2025-04-07,10:25:00,obs,391415 kB,8.1
2025-04-07,10:35:00,steam,729682 kB,6.3
2025-04-07,10:43:00,obs,505465 kB,18.3
2025-04-07,10:53:00,obs,311336 kB,11.7
2025-04-07,11:05:00,android-studio,1501378 kB,22.0
2025-04-07,11:09:00,obs,235450 kB,34.5
2025-04-07,11:23:00,emulator,2796567 kB,27.7
2025-04-07,11:34:00,firefox,614940 kB,16.5
2025-04-07,11:37:00,steam,404219 kB,7.3
2025-04-07,11:46:00,android-studio,1419025 kB,37.0
2025-04-07,11:57:00,obs,384920 kB,26.6
2025-04-07,12:12:00,obs,463228 kB,34.2
2025-04-07,12:14:00,spotify,249136 kB,6.1
2025-04-07,12:28:00,zoom,492699 kB,18.5
2025-04-07,12:35:00,android-studio,1006673 kB,10.1
2025-04-07,12:36:00,chrome,1458040 kB,11.5
2025-04-07,12:42:00,discord,423986 kB,8.5
2025-04-07,12:44:00,minecraft,1361268 kB,31.0
2025-04-07,12:57:00,android-studio,1176349 kB,32.9
2025-04-07,13:08:00,obs,227496 kB,19.8
2025-04-07,13:19:00,postman,240907 kB,4.3
2025-04-07,13:23:00,csgo_linux,1631697 kB,61.7
2025-04-07,13:27:00,gnome-shell,183090 kB,1.3
2025-04-07,13:31:00,obs,279415 kB,26.6
2025-04-07,13:37:00,chrome,816873 kB,14.8
2025-04-07,13:51:00,discord,236245 kB,10.2
2025-04-07,13:59:00,minecraft,1306186 kB,30.5
2025-04-07,14:12:00,code,518671 kB,11.3
2025-04-07,14:14:00,obs,505710 kB,17.1
2025-04-07,14:23:00,minecraft,1493206 kB,34.2
2025-04-07,14:36:00,android-studio,1540749 kB,29.9
2025-04-07,14:46:00,spotify,244414 kB,1.2
2025-04-07,15:00:00,discord,357089 kB,6.2
2025-04-07,15:14:00,android-studio,1641150 kB,37.0
2025-04-07,15:23:00,postman,186061 kB,2.9
2025-04-07,15:33:00,obs,268671 kB,15.7
2025-04-07,15:39:00,emulator,2374172 kB,44.6
2025-04-07,15:43:00,obs,568720 kB,22.4
2025-04-07,15:53:00,emulator,1588144 kB,45.8
2025-04-07,15:55:00,steam,748565 kB,6.3
2025-04-07,16:08:00,minecraft,1085701 kB,26.9
2025-04-07,16:17:00,postman,245925 kB,4.5
2025-04-07,16:27:00,chrome,952647 kB,9.2
2025-04-07,16:36:00,obs,384441 kB,33.5
2025-04-07,16:46:00,zoom,343523 kB,6.9
2025-04-07,16:56:00,minecraft,1259515 kB,38.1
2025-04-07,17:01:00,obs,547113 kB,33.3
2025-04-07,17:10:00,firefox,910733 kB,15.3
2025-04-07,17:15:00,obs,370332 kB,8.5
2025-04-07,17:30:00,chrome,823814 kB,16.2
2025-04-07,17:41:00,obs,478169 kB,11.1
2025-04-07,17:56:00,Xorg,88016 kB,1.0
2025-04-07,17:58:00,emulator,1809315 kB,60.9
2025-04-07,18:07:00,postman,270662 kB,6.0
2025-04-07,18:08:00,steam,545914 kB,19.0
2025-04-07,18:18:00,Xorg,64324 kB,2.4
2025-04-07,18:30:00,postman,166292 kB,6.1
2025-04-07,18:42:00,minecraft,1114533 kB,59.2
2025-04-07,18:47:00,minecraft,1294423 kB,59.0
2025-04-07,18:50:00,gnome-shell,158321 kB,4.9
2025-04-07,19:05:00,discord,150080 kB,7.1
2025-04-07,19:19:00,zoom,284976 kB,9.1
2025-04-07,19:25:00,chrome,543514 kB,28.1
2025-04-07,19:34:00,postman,170142 kB,11.2
2025-04-07,19:48:00,spotify,201536 kB,5.4
2025-04-07,19:59:00,obs,486648 kB,37.9
2025-04-07,20:11:00,minecraft,1185497 kB,73.2
2025-04-07,20:23:00,postman,234981 kB,8.5
2025-04-07,20:30:00,obs,487438 kB,25.5
2025-04-07,20:43:00,steam,251493 kB,31.0
2025-04-07,20:51:00,postman,250721 kB,9.3
2025-04-07,21:05:00,postman,290247 kB,10.7
2025-04-07,21:16:00,minecraft,1045931 kB,69.2
2025-04-07,21:25:00,obs,597110 kB,27.9
2025-04-07,21:34:00,steam,677172 kB,32.5
2025-04-07,21:45:00,gradle,680018 kB,17.3
2025-04-07,21:58:00,minecraft,1430248 kB,54.3
2025-04-07,22:01:00,firefox,531083 kB,11.1
2025-04-07,22:10:00,postman,221987 kB,8.2
2025-04-07,22:20:00,csgo_linux,2110706 kB,62.2
2025-04-07,22:25:00,postman,176890 kB,9.9
2025-04-07,22:34:00,discord,442378 kB,8.2
2025-04-07,22:37:00,chrome,1443752 kB,17.1
2025-04-07,22:46:00,chrome,1113647 kB,29.3
2025-04-07,23:00:00,chrome,1279615 kB,8.2
2025-04-07,23:13:00,postman,236526 kB,5.3
2025-04-07,23:21:00,firefox,425035 kB,11.2
2025-04-07,23:28:00,gradle,454966 kB,17.9
2025-04-07,23:32:00,postman,225570 kB,6.5
2025-04-07,23:39:00,minecraft,1243522 kB,22.6
2025-04-07,23:48:00,minecraft,1483041 kB,61.8
2025-04-07,23:51:00,minecraft,856787 kB,50.5
2025-04-08,00:00:00,postman,175249 kB,9.9
2025-04-08,00:14:00,postman,288776 kB,3.8
2025-04-08,00:23:00,postman,236855 kB,10.0
2025-04-08,00:27:00,gnome-shell,197079 kB,1.8
2025-04-08,00:30:00,obs,324436 kB,13.9
2025-04-08,00:41:00,minecraft,1578180 kB,49.2
2025-04-08,00:55:00,obs,219328 kB,12.9
2025-04-08,01:07:00,zoom,303447 kB,4.1
2025-04-08,01:17:00,gradle,591525 kB,23.5
2025-04-08,01:26:00,minecraft,1067621 kB,26.2
2025-04-08,01:34:00,minecraft,1382035 kB,40.4
2025-04-08,01:42:00,chrome,926963 kB,10.6
2025-04-08,01:48:00,obs,511359 kB,7.7
2025-04-08,01:54:00,steam,658870 kB,26.9
2025-04-08,02:01:00,postman,313248 kB,4.6
2025-04-08,02:06:00,minecraft,857747 kB,49.4
2025-04-08,02:20:00,firefox,480635 kB,2.0
2025-04-08,02:22:00,steam,240919 kB,9.5
2025-04-08,02:28:00,zoom,442235 kB,6.3
2025-04-08,02:41:00,emulator,1234997 kB,17.4
2025-04-08,02:53:00,zoom,317188 kB,7.3
2025-04-08,03:02:00,minecraft,952712 kB,29.6
2025-04-08,03:12:00,discord,434346 kB,2.7
2025-04-08,03:13:00,chrome,1231681 kB,21.1
2025-04-08,03:17:00,postman,347502 kB,6.2
2025-04-08,03:23:00,minecraft,1449844 kB,23.9
2025-04-08,03:33:00,discord,403224 kB,2.1
2025-04-08,03:34:00,zoom,223116 kB,9.4
2025-04-08,03:45:00,postman,298388 kB,8.1
2025-04-08,03:50:00,minecraft,1007652 kB,27.9
2025-04-08,03:55:00,minecraft,1232873 kB,25.0
2025-04-08,04:10:00,android-studio,1758588 kB,27.9
2025-04-08,04:11:00,Xorg,65105 kB,1.7
2025-04-08,04:21:00,Xorg,80930 kB,0.7
2025-04-08,04:29:00,minecraft,1332256 kB,43.1
2025-04-08,04:33:00,minecraft,1074542 kB,44.6
2025-04-08,04:46:00,code,252070 kB,7.0
2025-04-08,04:57:00,android-studio,1226301 kB,26.5
2025-04-08,05:10:00,postman,165249 kB,4.0
2025-04-08,05:13:00,postman,154015 kB,9.0
2025-04-08,05:18:00,minecraft,900505 kB,21.6
2025-04-08,05:20:00,minecraft,1085175 kB,57.4
2025-04-08,05:22:00,zoom,307541 kB,15.2
2025-04-08,05:27:00,obs,549960 kB,27.1
2025-04-08,05:28:00,csgo_linux,1754948 kB,52.1
2025-04-08,05:38:00,postman,204862 kB,4.5
2025-04-08,05:46:00,minecraft,1247146 kB,68.8
2025-04-08,05:51:00,emulator,2178693 kB,56.3
2025-04-08,05:55:00,chrome,569439 kB,20.3
2025-04-08,05:58:00,postman,293745 kB,5.3
2025-04-08,06:01:00,android-studio,1250970 kB,32.9
2025-04-08,06:16:00,chrome,1395240 kB,12.5
2025-04-08,06:30:00,obs,205321 kB,5.5
2025-04-08,06:35:00,obs,575889 kB,20.9
2025-04-08,06:37:00,chrome,1168347 kB,12.9
2025-04-08,06:44:00,minecraft,1332568 kB,61.3
2025-04-08,06:59:00,postman,310042 kB,6.2
2025-04-08,07:13:00,code,389281 kB,8.4
2025-04-08,07:24:00,minecraft,986937 kB,68.2
2025-04-08,07:28:00,emulator,2640210 kB,61.7
2025-04-08,07:32:00,zoom,395446 kB,19.5
2025-04-08,07:41:00,postman,290451 kB,7.9
2025-04-08,07:46:00,zoom,239741 kB,19.2
2025-04-08,08:01:00,postman,258918 kB,9.1
2025-04-08,08:05:00,gnome-shell,160249 kB,2.8
2025-04-08,08:07:00,zoom,361292 kB,14.7
2025-04-08,08:15:00,minecraft,1582269 kB,51.8
2025-04-08,08:16:00,code,418987 kB,8.9
2025-04-08,08:29:00,csgo_linux,1336842 kB,56.6
2025-04-08,08:40:00,minecraft,1497472 kB,59.0
2025-04-08,08:43:00,postman,192076 kB,7.3
2025-04-08,08:49:00,code,268220 kB,6.8
2025-04-08,08:57:00,android-studio,1789871 kB,26.9
2025-04-08,09:12:00,postman,190593 kB,7.5
2025-04-08,09:17:00,postman,253725 kB,3.9
2025-04-08,09:32:00,obs,258166 kB,8.5
2025-04-08,09:39:00,postman,226108 kB,7.9
2025-04-08,09:47:00,minecraft,994901 kB,21.0
2025-04-08,10:02:00,firefox,654751 kB,17.5
2025-04-08,10:10:00,zoom,241627 kB,17.8
2025-04-08,10:23:00,zoom,406420 kB,6.1
2025-04-08,10:37:00,postman,311500 kB,9.2
2025-04-08,10:41:00,obs,578302 kB,28.9
2025-04-08,10:47:00,code,448028 kB,3.2
2025-04-08,10:59:00,obs,376504 kB,15.4
2025-04-08,11:10:00,postman,211253 kB,3.7
2025-04-08,11:20:00,steam,204525 kB,10.9
2025-04-08,11:33:00,obs,275129 kB,27.8
2025-04-08,11:36:00,emulator,1871180 kB,44.2
2025-04-08,11:43:00,steam,627662 kB,10.8
2025-04-08,11:54:00,gradle,491038 kB,14.5
2025-04-08,12:03:00,android-studio,1818833 kB,31.2
2025-04-08,12:07:00,zoom,379151 kB,8.8
2025-04-08,12:21:00,minecraft,1406535 kB,59.8
2025-04-08,12:23:00,zoom,204133 kB,12.9
2025-04-08,12:33:00,firefox,460218 kB,9.2
2025-04-08,12:41:00,obs,278591 kB,14.0
2025-04-08,12:52:00,steam,358685 kB,5.6
2025-04-08,12:59:00,postman,249896 kB,7.3
2025-04-08,13:13:00,code,396294 kB,10.2
2025-04-08,13:24:00,obs,234179 kB,9.2
2025-04-08,13:29:00,android-studio,1715920 kB,10.5
2025-04-08,13:30:00,Xorg,87161 kB,1.1
2025-04-08,13:41:00,minecraft,1036232 kB,69.1
2025-04-08,13:43:00,gnome-shell,202613 kB,3.0
2025-04-08,13:47:00,chrome,1436001 kB,23.5
2025-04-08,13:50:00,minecraft,1144321 kB,26.0
2025-04-08,13:52:00,steam,527029 kB,10.6
2025-04-08,14:02:00,minecraft,1248872 kB,42.7
2025-04-08,14:08:00,firefox,705629 kB,8.3
2025-04-08,14:21:00,minecraft,831338 kB,61.3
2025-04-08,14:34:00,gradle,688027 kB,12.8
2025-04-08,14:43:00,minecraft,1427769 kB,24.6
2025-04-08,14:56:00,gnome-shell,203181 kB,4.3
2025-04-08,15:03:00,minecraft,1539443 kB,31.0
2025-04-08,15:08:00,obs,322605 kB,8.5
2025-04-08,15:11:00,minecraft,939354 kB,35.8
2025-04-08,15:20:00,emulator,1316735 kB,21.5
2025-04-08,15:21:00,firefox,513021 kB,16.2
2025-04-08,15:22:00,minecraft,1035100 kB,46.7
2025-04-08,15:33:00,chrome,1248824 kB,22.2
2025-04-08,15:47:00,Xorg,82673 kB,2.0
2025-04-08,15:52:00,minecraft,1138793 kB,33.4
2025-04-08,16:03:00,postman,276855 kB,2.9
2025-04-08,16:06:00,minecraft,867903 kB,43.1
2025-04-08,16:19:00,firefox,572725 kB,4.8
2025-04-08,16:21:00,code,367193 kB,4.6
2025-04-08,16:31:00,zoom,331507 kB,7.2
2025-04-08,16:41:00,chrome,1073629 kB,19.9
2025-04-08,16:44:00,spotify,211611 kB,5.9
2025-04-08,16:59:00,minecraft,924839 kB,50.1
2025-04-08,17:04:00,obs,321169 kB,8.8
2025-04-08,17:14:00,zoom,424077 kB,10.5
2025-04-08,17:15:00,emulator,2753602 kB,16.4
2025-04-08,17:16:00,postman,314979 kB,2.6
2025-04-08,17:30:00,steam,363870 kB,12.2
2025-04-08,17:37:00,obs,316463 kB,20.4
2025-04-08,17:41:00,firefox,825248 kB,8.0
2025-04-08,17:49:00,postman,155169 kB,6.7
2025-04-08,18:03:00,obs,486879 kB,26.7
2025-04-08,18:17:00,emulator,1807713 kB,50.0
2025-04-08,18:18:00,code,436199 kB,5.9
2025-04-08,18:33:00,discord,309766 kB,4.2
2025-04-08,18:39:00,obs,221115 kB,40.0
2025-04-08,18:46:00,steam,611453 kB,20.8
2025-04-08,18:52:00,steam,504657 kB,30.9
2025-04-08,18:54:00,postman,204083 kB,11.1
2025-04-08,19:04:00,minecraft,1104275 kB,64.0
2025-04-08,19:05:00,obs,565750 kB,39.8
2025-04-08,19:13:00,chrome,956001 kB,28.1
2025-04-08,19:21:00,postman,314960 kB,11.7
2025-04-08,19:34:00,obs,565610 kB,23.8
2025-04-08,19:41:00,discord,378139 kB,5.6
2025-04-08,19:44:00,postman,326982 kB,8.7
2025-04-08,19:46:00,gradle,530225 kB,26.7
2025-04-08,19:58:00,spotify,213126 kB,7.8
2025-04-08,20:06:00,zoom,287214 kB,7.7
2025-04-08,20:21:00,minecraft,1434022 kB,57.9
2025-04-08,20:33:00,csgo_linux,2096893 kB,49.0
2025-04-08,20:44:00,postman,286681 kB,10.4
2025-04-08,20:54:00,postman,161366 kB,4.3
2025-04-08,21:09:00,obs,459065 kB,28.0
2025-04-08,21:13:00,android-studio,1389010 kB,43.9
2025-04-08,21:20:00,zoom,227505 kB,17.6
2025-04-08,21:35:00,obs,416534 kB,25.4
2025-04-08,21:48:00,gnome-shell,160335 kB,3.5
2025-04-08,21:55:00,postman,274403 kB,9.2
2025-04-08,22:09:00,android-studio,1922261 kB,18.0
2025-04-08,22:12:00,steam,776742 kB,37.1
2025-04-08,22:19:00,firefox,667849 kB,10.6
2025-04-08,22:34:00,obs,429777 kB,39.4
2025-04-08,22:38:00,postman,293364 kB,5.7
2025-04-08,22:53:00,obs,392775 kB,23.0
2025-04-08,22:55:00,firefox,400920 kB,13.4
2025-04-08,22:58:00,gradle,491647 kB,14.4
2025-04-08,23:06:00,postman,278149 kB,6.1
2025-04-08,23:19:00,postman,328924 kB,3.2
2025-04-08,23:24:00,chrome,1394216 kB,22.7
2025-04-08,23:37:00,postman,200406 kB,5.8
2025-04-08,23:44:00,gnome-shell,162183 kB,3.1
2025-04-08,23:46:00,steam,216345 kB,27.3
2025-04-08,23:50:00,postman,226219 kB,4.8
2025-04-09,00:00:00,android-studio,1922282 kB,27.3
2025-04-09,00:05:00,obs,428399 kB,18.8
2025-04-09,00:12:00,minecraft,1352774 kB,31.9
2025-04-09,00:13:00,spotify,110940 kB,5.0
2025-04-09,00:15:00,csgo_linux,1559857 kB,58.6
2025-04-09,00:26:00,spotify,192950 kB,3.6
2025-04-09,00:27:00,minecraft,1257164 kB,32.2
2025-04-09,00:36:00,android-studio,1389920 kB,17.8
2025-04-09,00:50:00,obs,385396 kB,32.4
2025-04-09,01:00:00,postman,299922 kB,3.7
2025-04-09,01:06:00,postman,285494 kB,5.3
2025-04-09,01:07:00,obs,296180 kB,29.0
2025-04-09,01:13:00,chrome,1108838 kB,13.5
2025-04-09,01:22:00,gnome-shell,135625 kB,3.8
2025-04-09,01:34:00,discord,287291 kB,8.7
2025-04-09,01:46:00,gradle,607610 kB,19.3
2025-04-09,01:50:00,obs,582489 kB,13.6
2025-04-09,01:59:00,minecraft,1278268 kB,51.7
2025-04-09,02:13:00,postman,192279 kB,6.1
2025-04-09,02:26:00,chrome,1140516 kB,13.1
2025-04-09,02:35:00,minecraft,976159 kB,67.0
2025-04-09,02:49:00,csgo_linux,1302465 kB,52.7
2025-04-09,02:59:00,gnome-shell,178132 kB,4.6
2025-04-09,03:11:00,steam,798247 kB,18.4
2025-04-09,03:14:00,minecraft,1318267 kB,64.5
2025-04-09,03:19:00,postman,289912 kB,4.2
2025-04-09,03:34:00,postman,326554 kB,7.6
2025-04-09,03:38:00,firefox,452755 kB,13.7
2025-04-09,03:50:00,obs,510038 kB,10.5
2025-04-09,03:52:00,postman,312310 kB,4.8
2025-04-09,04:01:00,obs,278678 kB,25.7
2025-04-09,04:06:00,zoom,276099 kB,8.1
2025-04-09,04:10:00,obs,386270 kB,26.0
2025-04-09,04:24:00,postman,246675 kB,8.3
2025-04-09,04:32:00,obs,455128 kB,9.1
2025-04-09,04:41:00,zoom,308811 kB,16.5
2025-04-09,04:46:00,discord,172927 kB,4.3
2025-04-09,04:54:00,firefox,555001 kB,6.1
2025-04-09,05:03:00,steam,543497 kB,9.7
2025-04-09,05:11:00,discord,213126 kB,6.0
2025-04-09,05:20:00,postman,276960 kB,3.8
2025-04-09,05:31:00,minecraft,1186129 kB,45.9
2025-04-09,05:41:00,chrome,558129 kB,12.8
2025-04-09,05:54:00,zoom,203821 kB,6.5
2025-04-09,06:02:00,minecraft,1297784 kB,68.8
2025-04-09,06:12:00,minecraft,1445372 kB,35.5
2025-04-09,06:15:00,discord,433638 kB,7.6
2025-04-09,06:26:00,postman,208323 kB,8.1
2025-04-09,06:33:00,firefox,1104200 kB,17.7
2025-04-09,06:44:00,minecraft,967200 kB,44.0
2025-04-09,06:54:00,minecraft,1544933 kB,52.4
2025-04-09,06:57:00,postman,275072 kB,3.8
2025-04-09,07:00:00,postman,186247 kB,6.9
2025-04-09,07:11:00,discord,443829 kB,5.2
2025-04-09,07:15:00,obs,233813 kB,9.9
2025-04-09,07:16:00,discord,306344 kB,5.0
2025-04-09,07:17:00,firefox,712736 kB,14.4
2025-04-09,07:31:00,minecraft,944392 kB,58.3
2025-04-09,07:38:00,csgo_linux,2384783 kB,45.5
2025-04-09,07:52:00,postman,257316 kB,2.4
2025-04-09,08:04:00,minecraft,1095293 kB,55.5
2025-04-09,08:19:00,zoom,286774 kB,6.0
2025-04-09,08:25:00,obs,532570 kB,22.1
2025-04-09,08:37:00,zoom,257164 kB,5.7
2025-04-09,08:52:00,spotify,284051 kB,1.0
2025-04-09,08:56:00,discord,417711 kB,8.4
2025-04-09,09:03:00,obs,303802 kB,22.7
2025-04-09,09:07:00,postman,185160 kB,3.4
2025-04-09,09:17:00,zoom,477286 kB,9.2
2025-04-09,09:19:00,emulator,2526653 kB,48.3
2025-04-09,09:27:00,minecraft,1496091 kB,45.3
2025-04-09,09:33:00,minecraft,829551 kB,58.1
2025-04-09,09:36:00,android-studio,1190686 kB,39.2
2025-04-09,09:50:00,firefox,1003498 kB,10.1
2025-04-09,10:00:00,zoom,301839 kB,10.5
2025-04-09,10:15:00,discord,189623 kB,2.5
2025-04-09,10:22:00,postman,262406 kB,3.1
2025-04-09,10:29:00,obs,370911 kB,16.3
2025-04-09,10:38:00,obs,572185 kB,7.5
2025-04-09,10:47:00,android-studio,1776457 kB,30.6
2025-04-09,11:00:00,zoom,250996 kB,17.1
2025-04-09,11:04:00,postman,338891 kB,2.8
2025-04-09,11:13:00,android-studio,1922982 kB,34.4
2025-04-09,11:18:00,obs,433470 kB,19.7
2025-04-09,11:20:00,obs,497645 kB,17.6
2025-04-09,11:28:00,obs,402449 kB,24.6
2025-04-09,11:36:00,Xorg,64958 kB,1.6
2025-04-09,11:46:00,gnome-shell,196934 kB,2.5
2025-04-09,11:52:00,obs,339161 kB,21.4
2025-04-09,11:56:00,chrome,886516 kB,15.7
2025-04-09,11:59:00,zoom,450344 kB,10.0
2025-04-09,12:02:00,minecraft,1271890 kB,59.9
2025-04-09,12:09:00,zoom,313013 kB,6.2
2025-04-09,12:13:00,postman,176443 kB,4.5
2025-04-09,12:14:00,discord,279459 kB,8.4
2025-04-09,12:18:00,postman,344826 kB,2.5
2025-04-09,12:33:00,obs,378178 kB,6.2
2025-04-09,12:39:00,android-studio,1446272 kB,23.5
2025-04-09,12:44:00,postman,337229 kB,3.6
2025-04-09,12:50:00,gnome-shell,152832 kB,4.2
2025-04-09,12:54:00,chrome,662735 kB,19.6
2025-04-09,13:06:00,discord,281651 kB,5.5
2025-04-09,13:20:00,postman,266053 kB,7.2
2025-04-09,13:24:00,gradle,433735 kB,17.5
2025-04-09,13:27:00,chrome,552615 kB,9.6
2025-04-09,13:41:00,obs,568843 kB,23.9
2025-04-09,13:47:00,minecraft,1573847 kB,23.3
2025-04-09,13:58:00,obs,314260 kB,19.1
2025-04-09,14:01:00,postman,159541 kB,9.2
2025-04-09,14:14:00,obs,278458 kB,25.9
2025-04-09,14:15:00,minecraft,1048390 kB,45.9
2025-04-09,14:16:00,steam,253076 kB,8.0
2025-04-09,14:21:00,gnome-shell,136835 kB,1.0
2025-04-09,14:23:00,emulator,1257926 kB,35.8
2025-04-09,14:26:00,spotify,103481 kB,4.0
2025-04-09,14:33:00,minecraft,1452381 kB,29.4
2025-04-09,14:34:00,postman,196262 kB,9.9
2025-04-09,14:38:00,postman,341561 kB,8.2
2025-04-09,14:46:00,gnome-shell,151947 kB,4.5
2025-04-09,14:54:00,steam,425086 kB,16.1
2025-04-09,14:57:00,obs,425430 kB,30.8
2025-04-09,14:59:00,postman,340140 kB,5.2
2025-04-09,15:02:00,android-studio,1088878 kB,28.2
2025-04-09,15:11:00,zoom,313668 kB,4.3
2025-04-09,15:16:00,postman,220495 kB,8.1
2025-04-09,15:27:00,obs,272099 kB,33.1
2025-04-09,15:36:00,obs,388911 kB,7.9
2025-04-09,15:49:00,postman,321576 kB,4.0
2025-04-09,16:01:00,emulator,1889599 kB,15.1
2025-04-09,16:14:00,discord,284492 kB,6.3
2025-04-09,16:21:00,firefox,723301 kB,17.9
2025-04-09,16:28:00,minecraft,929365 kB,45.0
2025-04-09,16:32:00,chrome,1061828 kB,8.3
2025-04-09,16:47:00,android-studio,1554254 kB,17.1
2025-04-09,16:52:00,discord,286794 kB,6.7
2025-04-09,17:06:00,android-studio,1987278 kB,13.2
2025-04-09,17:17:00,code,321139 kB,5.9
2025-04-09,17:23:00,postman,162641 kB,4.2
2025-04-09,17:34:00,gnome-shell,138381 kB,4.7
2025-04-09,17:43:00,zoom,282740 kB,9.0
2025-04-09,17:58:00,obs,265714 kB,9.1
2025-04-09,17:59:00,obs,215486 kB,10.3
2025-04-09,18:05:00,minecraft,966603 kB,46.3
2025-04-09,18:08:00,postman,303935 kB,7.2
2025-04-09,18:12:00,zoom,267052 kB,13.7
2025-04-09,18:27:00,steam,303286 kB,27.2
2025-04-09,18:34:00,firefox,745966 kB,19.1
2025-04-09,18:38:00,zoom,451301 kB,17.9
2025-04-09,18:43:00,obs,314313 kB,18.3
2025-04-09,18:49:00,zoom,205058 kB,17.6
2025-04-09,19:00:00,postman,179186 kB,5.5
2025-04-09,19:04:00,spotify,178995 kB,7.8
