Date,Time,ProcessName,MemoryUsage,CPU
2025-04-24,14:00:00,zoom,247200 kB,15.7
2025-04-24,14:15:00,minecraft,1471696 kB,59.2
2025-04-24,14:19:00,obs,432712 kB,27.8
2025-04-24,14:32:00,postman,287419 kB,3.7
2025-04-24,14:35:00,postman,177310 kB,2.7
2025-04-24,14:37:00,gradle,628171 kB,16.5
2025-04-24,14:38:00,obs,338468 kB,8.3
2025-04-24,14:52:00,obs,241025 kB,7.4
2025-04-24,15:07:00,postman,267531 kB,9.7
2025-04-24,15:18:00,obs,421084 kB,10.0
2025-04-24,15:27:00,postman,211829 kB,2.8
2025-04-24,15:31:00,obs,579547 kB,27.1
2025-04-24,15:36:00,postman,234388 kB,3.2
2025-04-24,15:50:00,android-studio,1265979 kB,31.5
2025-04-24,15:57:00,postman,255749 kB,9.9
2025-04-24,15:58:00,zoom,364108 kB,14.5
2025-04-24,16:05:00,postman,269850 kB,4.7
2025-04-24,16:14:00,minecraft,1474956 kB,21.3
2025-04-24,16:15:00,obs,312585 kB,19.7
2025-04-24,16:30:00,postman,347161 kB,6.5
2025-04-24,16:32:00,zoom,209362 kB,8.5
2025-04-24,16:47:00,minecraft,1333658 kB,44.8
2025-04-24,16:59:00,zoom,393141 kB,13.3
2025-04-24,17:03:00,minecraft,1405853 kB,28.4
2025-04-24,17:05:00,zoom,236219 kB,4.7
2025-04-24,17:08:00,postman,169702 kB,9.5
2025-04-24,17:17:00,postman,267636 kB,4.9
2025-04-24,17:19:00,zoom,333518 kB,8.4
2025-04-24,17:31:00,discord,246424 kB,9.3
2025-04-24,17:38:00,zoom,297924 kB,13.2
2025-04-24,17:39:00,postman,185560 kB,9.2
2025-04-24,17:46:00,obs,438179 kB,18.7
2025-04-24,17:54:00,postman,158121 kB,9.0
2025-04-24,18:09:00,minecraft,1019842 kB,53.6
2025-04-24,18:10:00,minecraft,1568981 kB,51.9
2025-04-24,18:19:00,zoom,426106 kB,12.4
2025-04-24,18:24:00,zoom,489570 kB,10.7
2025-04-24,18:32:00,postman,299479 kB,6.6
2025-04-24,18:47:00,zoom,449612 kB,18.2
2025-04-24,18:51:00,postman,196219 kB,4.0
2025-04-24,19:01:00,code,333967 kB,15.4
2025-04-24,19:05:00,zoom,240315 kB,7.8
2025-04-24,19:19:00,zoom,259722 kB,19.2
2025-04-24,19:25:00,zoom,390751 kB,11.9
2025-04-24,19:31:00,postman,270964 kB,5.2
2025-04-24,19:46:00,minecraft,844676 kB,43.7
2025-04-24,19:58:00,csgo_linux,1468387 kB,86.5
2025-04-24,20:09:00,obs,567210 kB,20.7
2025-04-24,20:24:00,obs,510613 kB,17.6
2025-04-24,20:25:00,zoom,285837 kB,15.7
2025-04-24,20:38:00,postman,197927 kB,9.4
2025-04-24,20:50:00,zoom,203839 kB,16.7
2025-04-24,20:52:00,firefox,773046 kB,9.6
2025-04-24,21:03:00,firefox,548449 kB,8.6
2025-04-24,21:10:00,gnome-shell,200705 kB,4.7
2025-04-24,21:22:00,minecraft,976002 kB,77.1
2025-04-24,21:36:00,obs,220419 kB,39.6
2025-04-24,21:42:00,postman,238071 kB,10.6
2025-04-24,21:57:00,postman,196637 kB,7.9
2025-04-24,22:08:00,postman,155606 kB,9.2
2025-04-24,22:12:00,obs,376710 kB,16.9
2025-04-24,22:17:00,zoom,239534 kB,9.3
2025-04-24,22:24:00,zoom,323956 kB,20.9
2025-04-24,22:28:00,minecraft,1389946 kB,43.8
2025-04-24,22:35:00,android-studio,1900626 kB,21.3
2025-04-24,22:46:00,postman,264411 kB,11.7
2025-04-24,22:54:00,postman,169717 kB,9.1
2025-04-24,22:58:00,csgo_linux,1449651 kB,74.8
2025-04-24,23:13:00,zoom,384500 kB,15.8
2025-04-24,23:21:00,zoom,297152 kB,14.5
2025-04-24,23:33:00,obs,325236 kB,13.7
2025-04-24,23:37:00,postman,322380 kB,8.3
2025-04-24,23:49:00,obs,470421 kB,31.6
2025-04-24,23:54:00,postman,333244 kB,9.6
2025-04-25,00:00:00,obs,300508 kB,30.7
2025-04-25,00:11:00,zoom,492924 kB,15.9
2025-04-25,00:19:00,zoom,444828 kB,13.3
2025-04-25,00:23:00,postman,150658 kB,10.0
2025-04-25,00:29:00,postman,282051 kB,2.6
2025-04-25,00:36:00,chrome,1114519 kB,12.8
2025-04-25,00:41:00,postman,206934 kB,3.2
2025-04-25,00:49:00,obs,562871 kB,6.2
2025-04-25,01:04:00,minecraft,825994 kB,32.1
2025-04-25,01:05:00,obs,547699 kB,26.7
2025-04-25,01:17:00,zoom,225636 kB,11.5
2025-04-25,01:30:00,obs,465711 kB,25.7
2025-04-25,01:43:00,spotify,264709 kB,1.6
2025-04-25,01:52:00,steam,205433 kB,33.9
2025-04-25,01:53:00,minecraft,1587022 kB,44.8
2025-04-25,01:58:00,postman,236368 kB,5.2
2025-04-25,02:02:00,obs,438910 kB,11.1
2025-04-25,02:08:00,zoom,215475 kB,13.8
2025-04-25,02:16:00,gnome-shell,183015 kB,3.3
2025-04-25,02:18:00,minecraft,813475 kB,38.5
2025-04-25,02:33:00,obs,296915 kB,22.0
2025-04-25,02:38:00,minecraft,1365123 kB,53.1
2025-04-25,02:40:00,minecraft,916138 kB,33.3
2025-04-25,02:55:00,discord,239033 kB,10.5
2025-04-25,03:05:00,minecraft,1056821 kB,35.5
2025-04-25,03:20:00,minecraft,1170518 kB,67.1
2025-04-25,03:25:00,firefox,560820 kB,4.1
2025-04-25,03:31:00,minecraft,1362625 kB,59.0
2025-04-25,03:40:00,postman,251335 kB,3.0
2025-04-25,03:52:00,postman,212139 kB,6.6
2025-04-25,04:03:00,zoom,292343 kB,12.7
2025-04-25,04:15:00,minecraft,1341910 kB,57.0
2025-04-25,04:29:00,firefox,1158708 kB,13.3
2025-04-25,04:43:00,minecraft,1067334 kB,47.1
2025-04-25,04:55:00,postman,227697 kB,6.9
2025-04-25,05:03:00,minecraft,955935 kB,40.8
2025-04-25,05:13:00,zoom,478000 kB,18.6
2025-04-25,05:22:00,zoom,442647 kB,12.8
2025-04-25,05:35:00,minecraft,1421927 kB,55.3
2025-04-25,05:48:00,postman,171311 kB,9.4
2025-04-25,05:49:00,postman,333457 kB,6.4
2025-04-25,05:59:00,minecraft,992874 kB,59.1
2025-04-25,06:04:00,minecraft,1202550 kB,66.9
2025-04-25,06:09:00,zoom,373923 kB,12.6
2025-04-25,06:15:00,obs,546238 kB,22.4
2025-04-25,06:21:00,gradle,609537 kB,15.3
2025-04-25,06:35:00,zoom,452859 kB,15.9
2025-04-25,06:36:00,zoom,274581 kB,19.8
2025-04-25,06:42:00,postman,165742 kB,5.7
2025-04-25,06:56:00,minecraft,1221145 kB,28.4
2025-04-25,07:03:00,postman,177908 kB,9.6
2025-04-25,07:16:00,code,276359 kB,7.3
2025-04-25,07:26:00,postman,236042 kB,5.4
2025-04-25,07:33:00,csgo_linux,2396561 kB,75.4
2025-04-25,07:34:00,minecraft,923781 kB,47.5
2025-04-25,07:47:00,chrome,745426 kB,15.5
2025-04-25,07:48:00,zoom,202829 kB,19.6
2025-04-25,07:50:00,obs,403659 kB,27.3
2025-04-25,07:59:00,minecraft,1118219 kB,45.5
2025-04-25,08:08:00,minecraft,1287254 kB,45.1
2025-04-25,08:10:00,obs,252423 kB,24.5
2025-04-25,08:21:00,obs,378731 kB,24.1
2025-04-25,08:33:00,zoom,280593 kB,11.4
2025-04-25,08:36:00,postman,272101 kB,9.8
2025-04-25,08:42:00,minecraft,891015 kB,61.6
2025-04-25,08:53:00,minecraft,1427394 kB,62.4
2025-04-25,09:04:00,minecraft,1028647 kB,39.5
2025-04-25,09:08:00,zoom,467975 kB,9.3
2025-04-25,09:20:00,firefox,821999 kB,10.3
2025-04-25,09:26:00,postman,192781 kB,2.6
2025-04-25,09:39:00,obs,361615 kB,25.1
2025-04-25,09:42:00,postman,331645 kB,9.5
2025-04-25,09:53:00,postman,162859 kB,4.2
2025-04-25,10:08:00,postman,215869 kB,4.7
2025-04-25,10:11:00,minecraft,864811 kB,52.5
2025-04-25,10:14:00,obs,323349 kB,5.4
2025-04-25,10:19:00,minecraft,1182360 kB,42.5
2025-04-25,10:20:00,Xorg,64877 kB,0.9
2025-04-25,10:31:00,postman,155891 kB,9.3
2025-04-25,10:34:00,zoom,327648 kB,5.0
2025-04-25,10:39:00,minecraft,1212148 kB,36.8
2025-04-25,10:43:00,zoom,372318 kB,7.3
2025-04-25,10:57:00,postman,219392 kB,8.4
2025-04-25,11:10:00,zoom,455301 kB,6.2
2025-04-25,11:24:00,zoom,362615 kB,16.0
2025-04-25,11:29:00,firefox,967370 kB,15.1
2025-04-25,11:43:00,postman,297040 kB,5.1
2025-04-25,11:51:00,code,286992 kB,7.7
2025-04-25,11:57:00,zoom,302438 kB,8.9
2025-04-25,12:04:00,gnome-shell,196339 kB,4.7
2025-04-25,12:19:00,spotify,162380 kB,3.2
2025-04-25,12:30:00,minecraft,909168 kB,49.7
2025-04-25,12:34:00,zoom,426348 kB,12.5
2025-04-25,12:38:00,zoom,351528 kB,5.2
2025-04-25,12:47:00,zoom,210216 kB,17.3
2025-04-25,12:58:00,obs,215420 kB,11.7
2025-04-25,13:11:00,obs,329454 kB,13.6
2025-04-25,13:15:00,minecraft,1003439 kB,35.9
2025-04-25,13:17:00,postman,302214 kB,9.3
2025-04-25,13:32:00,postman,168477 kB,3.6
2025-04-25,13:46:00,android-studio,1580159 kB,20.9
2025-04-25,13:51:00,zoom,280357 kB,7.9
2025-04-25,13:56:00,postman,295525 kB,9.5
2025-04-25,14:06:00,minecraft,1064679 kB,40.0
2025-04-25,14:09:00,postman,196216 kB,8.9
2025-04-25,14:12:00,postman,310441 kB,5.0
2025-04-25,14:27:00,zoom,423233 kB,9.4
2025-04-25,14:39:00,postman,327273 kB,2.6
2025-04-25,14:43:00,minecraft,1390543 kB,21.9
2025-04-25,14:58:00,zoom,283779 kB,15.1
2025-04-25,14:59:00,postman,271959 kB,2.3
2025-04-25,15:07:00,minecraft,1544294 kB,29.1
2025-04-25,15:12:00,postman,249617 kB,4.1
2025-04-25,15:24:00,chrome,1135464 kB,7.4
2025-04-25,15:38:00,postman,268094 kB,6.0
2025-04-25,15:47:00,obs,495852 kB,18.9
2025-04-25,15:48:00,zoom,450354 kB,5.3
2025-04-25,16:00:00,csgo_linux,2322025 kB,79.1
2025-04-25,16:05:00,zoom,297613 kB,11.2
2025-04-25,16:07:00,postman,200127 kB,4.1
2025-04-25,16:11:00,minecraft,1520728 kB,68.1
2025-04-25,16:15:00,postman,323636 kB,3.8
2025-04-25,16:22:00,zoom,383285 kB,9.4
2025-04-25,16:23:00,zoom,390904 kB,13.6
2025-04-25,16:25:00,zoom,251360 kB,6.5
2025-04-25,16:27:00,obs,477795 kB,23.5
2025-04-25,16:33:00,minecraft,948487 kB,41.2
2025-04-25,16:48:00,postman,254899 kB,5.8
2025-04-25,16:50:00,chrome,887749 kB,15.0
2025-04-25,16:53:00,postman,191992 kB,2.9
2025-04-25,17:01:00,minecraft,1561838 kB,23.2
2025-04-25,17:03:00,obs,349944 kB,34.5
2025-04-25,17:08:00,csgo_linux,1666977 kB,45.0
2025-04-25,17:20:00,obs,231497 kB,26.4
2025-04-25,17:27:00,minecraft,859975 kB,49.1
2025-04-25,17:34:00,spotify,285350 kB,3.6
2025-04-25,17:35:00,zoom,451915 kB,19.4
2025-04-25,17:41:00,postman,210881 kB,3.0
2025-04-25,17:55:00,postman,241014 kB,6.2
2025-04-25,17:57:00,postman,177765 kB,5.3
2025-04-25,18:04:00,zoom,339287 kB,22.5
2025-04-25,18:14:00,minecraft,1468153 kB,73.1
2025-04-25,18:27:00,zoom,483466 kB,13.9
2025-04-25,18:35:00,chrome,1210067 kB,11.5
2025-04-25,18:45:00,zoom,348690 kB,23.3
2025-04-25,18:53:00,postman,255017 kB,7.6
2025-04-25,19:06:00,zoom,265868 kB,18.5
2025-04-25,19:07:00,postman,208014 kB,11.4
2025-04-25,19:12:00,obs,560761 kB,24.0
2025-04-25,19:23:00,minecraft,1456340 kB,65.3
2025-04-25,19:37:00,zoom,286732 kB,23.5
2025-04-25,19:39:00,postman,321743 kB,4.6
2025-04-25,19:46:00,minecraft,834190 kB,53.0
2025-04-25,19:58:00,zoom,449692 kB,21.7
2025-04-25,20:02:00,minecraft,1556838 kB,66.5
2025-04-25,20:15:00,steam,459155 kB,31.3
2025-04-25,20:25:00,chrome,1050982 kB,17.3
2025-04-25,20:33:00,spotify,225638 kB,3.1
2025-04-25,20:36:00,zoom,493330 kB,19.6
2025-04-25,20:40:00,chrome,1241789 kB,9.8
2025-04-25,20:55:00,minecraft,883364 kB,80.4
2025-04-25,21:04:00,zoom,227430 kB,12.4
2025-04-25,21:12:00,obs,227898 kB,40.1
2025-04-25,21:15:00,minecraft,801114 kB,70.1
2025-04-25,21:23:00,zoom,249898 kB,8.7
2025-04-25,21:27:00,chrome,1154751 kB,17.4
2025-04-25,21:36:00,obs,429537 kB,40.4
2025-04-25,21:44:00,minecraft,832196 kB,69.2
2025-04-25,21:58:00,zoom,395976 kB,22.3
2025-04-25,22:03:00,minecraft,1581064 kB,77.3
2025-04-25,22:16:00,steam,431224 kB,21.2
2025-04-25,22:19:00,minecraft,847270 kB,69.3
2025-04-25,22:20:00,obs,360141 kB,39.5
2025-04-25,22:26:00,minecraft,1426315 kB,56.4
2025-04-25,22:30:00,postman,156548 kB,6.5
2025-04-25,22:43:00,postman,242195 kB,6.3
2025-04-25,22:55:00,postman,231174 kB,10.1
2025-04-25,23:08:00,minecraft,1222544 kB,43.4
2025-04-25,23:17:00,minecraft,1279779 kB,59.9
2025-04-25,23:27:00,gnome-shell,148024 kB,2.9
2025-04-25,23:32:00,obs,341520 kB,21.4
2025-04-25,23:40:00,zoom,269399 kB,4.0
2025-04-25,23:41:00,chrome,1369098 kB,24.3
2025-04-25,23:48:00,postman,189514 kB,8.0
2025-04-26,00:00:00,obs,525744 kB,12.3
2025-04-26,00:09:00,obs,482075 kB,30.4
2025-04-26,00:12:00,chrome,1294248 kB,18.0
2025-04-26,00:21:00,zoom,437325 kB,19.1
2025-04-26,00:27:00,minecraft,1331574 kB,57.1
2025-04-26,00:41:00,zoom,284259 kB,6.9
2025-04-26,00:56:00,obs,205111 kB,16.3
2025-04-26,01:04:00,postman,189441 kB,3.9
2025-04-26,01:17:00,gnome-shell,175218 kB,1.7
2025-04-26,01:32:00,minecraft,1139470 kB,45.2
2025-04-26,01:34:00,minecraft,1390948 kB,58.4
2025-04-26,01:35:00,android-studio,1736927 kB,14.4
2025-04-26,01:41:00,zoom,472496 kB,18.1
2025-04-26,01:50:00,postman,150864 kB,3.2
2025-04-26,02:05:00,minecraft,1412894 kB,66.7
2025-04-26,02:11:00,postman,328669 kB,5.3
2025-04-26,02:19:00,discord,394098 kB,11.8
2025-04-26,02:23:00,postman,289161 kB,4.6
2025-04-26,02:34:00,postman,328995 kB,6.4
2025-04-26,02:38:00,postman,166719 kB,5.7
2025-04-26,02:47:00,postman,321557 kB,5.2
2025-04-26,02:49:00,postman,275985 kB,3.2
2025-04-26,03:02:00,minecraft,1492795 kB,22.1
2025-04-26,03:16:00,code,457873 kB,6.3
2025-04-26,03:20:00,obs,215241 kB,21.8
2025-04-26,03:32:00,minecraft,880877 kB,22.0
2025-04-26,03:39:00,zoom,403855 kB,15.3
2025-04-26,03:47:00,obs,315897 kB,28.6
2025-04-26,03:57:00,obs,285725 kB,32.3
2025-04-26,03:58:00,postman,297613 kB,5.6
2025-04-26,04:10:00,zoom,405564 kB,10.0
2025-04-26,04:14:00,zoom,474562 kB,9.2
2025-04-26,04:25:00,obs,244135 kB,9.1
2025-04-26,04:35:00,gnome-shell,120733 kB,3.2
2025-04-26,04:50:00,obs,225184 kB,31.9
2025-04-26,05:03:00,discord,237112 kB,11.0
2025-04-26,05:17:00,postman,206502 kB,4.6
2025-04-26,05:26:00,postman,232525 kB,7.0
2025-04-26,05:33:00,minecraft,1217092 kB,37.2
2025-04-26,05:48:00,minecraft,1322081 kB,52.3
2025-04-26,05:49:00,zoom,449726 kB,6.4
2025-04-26,06:00:00,obs,200515 kB,18.7
2025-04-26,06:11:00,postman,248801 kB,7.3
2025-04-26,06:25:00,obs,310026 kB,30.7
2025-04-26,06:35:00,postman,308461 kB,3.2
2025-04-26,06:44:00,obs,229837 kB,25.2
2025-04-26,06:53:00,minecraft,1439012 kB,61.4
2025-04-26,07:00:00,postman,189197 kB,8.3
2025-04-26,07:03:00,minecraft,911292 kB,31.6
2025-04-26,07:09:00,postman,256237 kB,8.5
2025-04-26,07:15:00,zoom,429859 kB,11.2
2025-04-26,07:24:00,postman,210955 kB,5.9
2025-04-26,07:29:00,zoom,352058 kB,6.0
2025-04-26,07:31:00,minecraft,1498947 kB,67.8
2025-04-26,07:36:00,minecraft,1153462 kB,45.7
2025-04-26,07:38:00,postman,280504 kB,5.5
2025-04-26,07:45:00,obs,585991 kB,28.2
2025-04-26,07:48:00,zoom,300655 kB,5.5
2025-04-26,08:00:00,discord,361074 kB,10.0
2025-04-26,08:10:00,postman,224992 kB,6.9
2025-04-26,08:11:00,zoom,252713 kB,4.5
2025-04-26,08:15:00,postman,168795 kB,9.1
2025-04-26,08:20:00,postman,332790 kB,4.9
2025-04-26,08:28:00,steam,581424 kB,28.8
2025-04-26,08:32:00,code,527352 kB,5.5
2025-04-26,08:46:00,minecraft,1541005 kB,66.3
2025-04-26,08:53:00,minecraft,1572109 kB,45.0
2025-04-26,09:06:00,minecraft,1516561 kB,36.7
2025-04-26,09:11:00,postman,228199 kB,3.6
2025-04-26,09:19:00,zoom,234901 kB,16.6
2025-04-26,09:34:00,minecraft,1475187 kB,21.5
2025-04-26,09:43:00,zoom,435796 kB,15.3
2025-04-26,09:45:00,obs,590817 kB,8.3
2025-04-26,09:53:00,postman,239407 kB,9.0
2025-04-26,10:01:00,minecraft,1459367 kB,25.7
2025-04-26,10:16:00,minecraft,1139316 kB,51.5
2025-04-26,10:22:00,chrome,899158 kB,9.3
2025-04-26,10:28:00,postman,304324 kB,4.7
2025-04-26,10:29:00,obs,406440 kB,18.8
2025-04-26,10:42:00,zoom,311968 kB,6.1
2025-04-26,10:46:00,postman,264239 kB,2.3
2025-04-26,10:54:00,obs,474846 kB,24.6
2025-04-26,11:05:00,steam,539357 kB,24.8
2025-04-26,11:08:00,minecraft,835205 kB,45.0
2025-04-26,11:22:00,android-studio,1076029 kB,31.4
2025-04-26,11:32:00,minecraft,1138041 kB,40.2
2025-04-26,11:35:00,zoom,218268 kB,5.5
2025-04-26,11:50:00,zoom,390171 kB,18.5
2025-04-26,11:55:00,obs,242103 kB,31.4
2025-04-26,12:05:00,postman,219826 kB,9.1
2025-04-26,12:14:00,gnome-shell,137687 kB,4.8
2025-04-26,12:17:00,obs,549787 kB,24.8
2025-04-26,12:29:00,minecraft,991835 kB,57.8
2025-04-26,12:39:00,minecraft,998757 kB,56.4
2025-04-26,12:47:00,obs,244704 kB,23.5
2025-04-26,12:56:00,postman,344632 kB,5.1
2025-04-26,12:59:00,zoom,380597 kB,8.4
2025-04-26,13:05:00,minecraft,1143377 kB,55.7
2025-04-26,13:13:00,minecraft,925223 kB,27.0
2025-04-26,13:26:00,postman,338356 kB,2.5
2025-04-26,13:34:00,minecraft,1562597 kB,24.3
2025-04-26,13:47:00,zoom,324663 kB,7.0
2025-04-26,13:48:00,obs,562975 kB,11.2
2025-04-26,14:03:00,steam,394297 kB,7.5
2025-04-26,14:08:00,minecraft,1178229 kB,33.6
2025-04-26,14:19:00,zoom,339835 kB,12.0
2025-04-26,14:20:00,zoom,400617 kB,18.9
2025-04-26,14:28:00,code,338885 kB,3.9
2025-04-26,14:32:00,postman,268360 kB,9.2
2025-04-26,14:44:00,code,367338 kB,12.0
2025-04-26,14:49:00,minecraft,892659 kB,46.0
2025-04-26,14:56:00,postman,295516 kB,2.2
2025-04-26,14:58:00,zoom,358984 kB,9.4
2025-04-26,15:03:00,minecraft,1158526 kB,63.6
2025-04-26,15:09:00,zoom,439343 kB,9.9
2025-04-26,15:19:00,postman,333087 kB,4.9
2025-04-26,15:20:00,zoom,450419 kB,15.6
2025-04-26,15:23:00,zoom,483972 kB,6.7
2025-04-26,15:29:00,obs,366604 kB,10.4
2025-04-26,15:33:00,obs,544043 kB,9.2
2025-04-26,15:42:00,minecraft,903153 kB,40.9
2025-04-26,15:48:00,postman,226286 kB,8.1
2025-04-26,15:57:00,postman,272923 kB,5.6
2025-04-26,16:07:00,minecraft,1413981 kB,39.2
2025-04-26,16:15:00,minecraft,976502 kB,20.4
2025-04-26,16:20:00,obs,217699 kB,12.1
2025-04-26,16:23:00,zoom,285912 kB,11.2
2025-04-26,16:27:00,postman,167046 kB,4.5
2025-04-26,16:33:00,emulator,2532333 kB,41.2
2025-04-26,16:45:00,firefox,919310 kB,12.7
2025-04-26,17:00:00,postman,302965 kB,7.8
2025-04-26,17:05:00,postman,279195 kB,6.6
2025-04-26,17:12:00,zoom,485971 kB,13.5
2025-04-26,17:18:00,zoom,468501 kB,15.0
2025-04-26,17:23:00,postman,230534 kB,9.0
2025-04-26,17:33:00,zoom,208965 kB,4.3
2025-04-26,17:37:00,minecraft,1059446 kB,51.0
2025-04-26,17:41:00,obs,235230 kB,30.8
2025-04-26,17:53:00,obs,400726 kB,23.7
2025-04-26,17:56:00,postman,283943 kB,8.6
2025-04-26,18:08:00,zoom,490301 kB,10.3
2025-04-26,18:10:00,zoom,427224 kB,17.2
2025-04-26,18:18:00,zoom,419685 kB,19.9
2025-04-26,18:26:00,obs,546105 kB,15.5
2025-04-26,18:31:00,postman,202223 kB,9.8
2025-04-26,18:46:00,minecraft,1523839 kB,35.9
2025-04-26,18:47:00,obs,531649 kB,30.7
2025-04-26,18:59:00,postman,302018 kB,4.6
2025-04-26,19:06:00,postman,243008 kB,5.8
2025-04-26,19:20:00,postman,276952 kB,8.3
2025-04-26,19:25:00,zoom,466287 kB,22.6
2025-04-26,19:36:00,gradle,484375 kB,23.2
2025-04-26,19:48:00,postman,175209 kB,8.4
2025-04-26,19:53:00,zoom,493446 kB,14.3
2025-04-26,19:57:00,obs,528702 kB,24.8
2025-04-26,20:07:00,Xorg,86551 kB,2.4
2025-04-26,20:22:00,minecraft,1511897 kB,56.3
2025-04-26,20:30:00,obs,581177 kB,17.6
2025-04-26,20:37:00,postman,192063 kB,4.3
2025-04-26,20:48:00,zoom,358285 kB,11.5
2025-04-26,20:49:00,minecraft,1104982 kB,78.9
2025-04-26,20:53:00,postman,155551 kB,10.5
2025-04-26,21:03:00,zoom,329967 kB,8.1
2025-04-26,21:04:00,minecraft,1104090 kB,53.6
2025-04-26,21:10:00,minecraft,1183803 kB,68.9
2025-04-26,21:25:00,zoom,291466 kB,14.9
2025-04-26,21:40:00,steam,376213 kB,29.9
2025-04-26,21:44:00,minecraft,1238229 kB,35.3
2025-04-26,21:58:00,zoom,272128 kB,9.4
2025-04-26,22:02:00,obs,288469 kB,36.3
2025-04-26,22:11:00,minecraft,1400658 kB,35.3
2025-04-26,22:17:00,minecraft,1281762 kB,65.7
2025-04-26,22:29:00,android-studio,1791511 kB,32.7
2025-04-26,22:32:00,minecraft,905094 kB,70.9
2025-04-26,22:46:00,postman,157079 kB,8.8
2025-04-26,22:56:00,minecraft,1347021 kB,55.2
2025-04-26,22:57:00,chrome,772780 kB,13.8
2025-04-26,23:06:00,obs,334289 kB,15.8
2025-04-26,23:13:00,minecraft,1239754 kB,35.4
2025-04-26,23:20:00,postman,330057 kB,6.0
2025-04-26,23:31:00,spotify,105845 kB,6.9
2025-04-26,23:37:00,minecraft,876482 kB,44.0
2025-04-26,23:49:00,obs,427637 kB,34.5
2025-04-27,00:00:00,gnome-shell,196320 kB,2.5
2025-04-27,00:08:00,minecraft,1223897 kB,24.7
2025-04-27,00:16:00,obs,379650 kB,16.5
2025-04-27,00:24:00,postman,283808 kB,4.9
2025-04-27,00:32:00,minecraft,1461904 kB,56.5
2025-04-27,00:45:00,zoom,332372 kB,18.5
2025-04-27,00:59:00,obs,321647 kB,17.0
2025-04-27,01:03:00,obs,359796 kB,22.3
2025-04-27,01:12:00,obs,501870 kB,6.9
2025-04-27,01:22:00,code,385711 kB,7.7
2025-04-27,01:27:00,chrome,890381 kB,21.8
2025-04-27,01:34:00,zoom,292757 kB,6.9
2025-04-27,01:43:00,minecraft,957643 kB,38.7
2025-04-27,01:57:00,minecraft,1021098 kB,64.0
2025-04-27,02:11:00,zoom,269472 kB,18.4
2025-04-27,02:14:00,minecraft,943794 kB,20.7
2025-04-27,02:29:00,minecraft,1035104 kB,28.0
2025-04-27,02:42:00,minecraft,833505 kB,24.8
2025-04-27,02:44:00,code,323932 kB,12.9
2025-04-27,02:47:00,postman,226082 kB,6.6
2025-04-27,02:55:00,zoom,394211 kB,10.6
2025-04-27,03:00:00,obs,289636 kB,16.9
2025-04-27,03:13:00,postman,182286 kB,8.0
2025-04-27,03:23:00,minecraft,1548380 kB,46.1
2025-04-27,03:38:00,minecraft,1316702 kB,59.8
2025-04-27,03:43:00,postman,204689 kB,3.4
2025-04-27,03:47:00,obs,562053 kB,11.5
2025-04-27,04:02:00,minecraft,807839 kB,49.5
2025-04-27,04:06:00,zoom,401077 kB,8.2
2025-04-27,04:09:00,zoom,247883 kB,10.8
2025-04-27,04:24:00,firefox,689297 kB,12.9
2025-04-27,04:38:00,minecraft,834872 kB,69.3
2025-04-27,04:46:00,postman,228149 kB,9.8
2025-04-27,04:50:00,gnome-shell,202697 kB,5.0
2025-04-27,04:52:00,minecraft,1470570 kB,62.6
2025-04-27,05:00:00,postman,245508 kB,2.4
2025-04-27,05:07:00,postman,293442 kB,7.4
2025-04-27,05:14:00,obs,359181 kB,29.1
2025-04-27,05:15:00,postman,249790 kB,2.9
2025-04-27,05:28:00,minecraft,1599569 kB,58.6
2025-04-27,05:41:00,minecraft,1594818 kB,53.9
2025-04-27,05:43:00,zoom,485955 kB,9.4
2025-04-27,05:56:00,postman,223195 kB,4.4
2025-04-27,06:04:00,zoom,262873 kB,6.7
2025-04-27,06:08:00,obs,298894 kB,23.2
2025-04-27,06:21:00,minecraft,905156 kB,24.5
2025-04-27,06:30:00,zoom,430888 kB,5.9
2025-04-27,06:45:00,minecraft,1099732 kB,45.2
2025-04-27,06:54:00,obs,377666 kB,6.2
2025-04-27,07:00:00,obs,578853 kB,31.7
2025-04-27,07:09:00,postman,244032 kB,6.8
2025-04-27,07:16:00,minecraft,1146362 kB,68.3
2025-04-27,07:30:00,minecraft,1540071 kB,67.4
2025-04-27,07:45:00,zoom,442820 kB,15.8
2025-04-27,07:47:00,postman,172624 kB,5.1
2025-04-27,07:52:00,zoom,300160 kB,15.3
2025-04-27,08:06:00,obs,418958 kB,13.8
2025-04-27,08:11:00,minecraft,1230833 kB,23.8
2025-04-27,08:12:00,postman,194638 kB,9.3
2025-04-27,08:18:00,minecraft,1533553 kB,57.8
2025-04-27,08:22:00,zoom,488351 kB,13.0
2025-04-27,08:26:00,postman,169698 kB,5.2
2025-04-27,08:40:00,zoom,365508 kB,9.6
2025-04-27,08:51:00,steam,239881 kB,15.5
2025-04-27,09:05:00,minecraft,1548124 kB,43.2
2025-04-27,09:10:00,postman,153223 kB,9.5
2025-04-27,09:20:00,obs,221388 kB,6.2
2025-04-27,09:33:00,android-studio,1863565 kB,23.0
2025-04-27,09:41:00,zoom,341661 kB,15.0
2025-04-27,09:49:00,zoom,358283 kB,15.5
2025-04-27,09:57:00,postman,293721 kB,9.4
2025-04-27,10:10:00,minecraft,1263616 kB,53.7
2025-04-27,10:21:00,obs,466270 kB,11.1
2025-04-27,10:35:00,postman,279421 kB,7.7
2025-04-27,10:40:00,obs,411317 kB,28.5
